a,b,0.0,0.0,0.0,0.0,0.0
aa,ab,0.7,0.7,0.55,0.7,0.7
aa,bb,0.0,0.0,0.0,0.0,0.0
Aix,Aia,0.82,0.8222222222222222,0.6888888888888889,0.8222222222222222,0.8222222222222222
Aix,Aaa,0.6,0.5999999999999999,0.44999999999999996,0.5999999999999999,0.5999999999999999
Aix,aaa,0.56,0.0,0.0,0.0,0.0
Sora,Sorb,0.88,0.8833333333333333,0.7666666666666666,0.8833333333333333,0.8833333333333333
Sora,Sobb,0.73,0.7333333333333333,0.6,0.7333333333333333,0.7333333333333333
Sora,Sbbb,0.55,0.55,0.4,0.55,0.55
Sora,bbbb,0.0,0.0,0.0,0.0,0.0
Larus,Larub,0.92,0.92,0.82,0.92,0.92
Larus,Larbb,0.81,0.8133333333333334,0.6966666666666667,0.8133333333333334,0.8133333333333334
Larus,Labbb,0.68,0.6799999999999999,0.5466666666666666,0.6799999999999999,0.6799999999999999
Larus,Lbbbb,0.52,0.52,0.37,0.52,0.52
Larus,bbbbb,0.0,0.0,0.0,0.0,0.0
Loxops,Loxopa,0.93,1.0380952380952382,0.9666666666666667,0.9333333333333333,0.9333333333333333
Loxops,Loxoaa,0.87,0.9666666666666667,0.8999999999999999,0.8666666666666666,0.8666666666666666
Loxops,Loxaaa,0.77,0.8152777777777777,0.7277777777777777,0.7666666666666666,0.7666666666666666
Loxops,Loaaaa,0.64,0.6888888888888889,0.6,0.6444444444444444,0.6444444444444444
Loxops,Laaaaa,0.5,0.5,0.35,0.5,0.5
Loxops,aaaaaa,0.0,0.0,0.0,0.0,0.0
Icterus,Icterua,0.94,0.9428571428571428,0.8428571428571429,0.9428571428571428,0.9428571428571428
Icterus,Icteraa,0.89,0.8857142857142857,0.7857142857142857,0.8857142857142857,0.8857142857142857
Icterus,Icteaaa,0.83,0.8285714285714285,0.7285714285714285,0.8285714285714285,0.8285714285714285
Icterus,Ictaaaa,0.73,0.7333333333333334,0.6166666666666667,0.7333333333333334,0.7333333333333334
Icterus,Icaaaaa,0.62,0.619047619047619,0.48571428571428565,0.619047619047619,0.619047619047619
Icterus,Iaaaaaa,0.49,0.48571428571428565,0.3357142857142857,0.48571428571428565,0.48571428571428565
Icterus,aaaaaaa,0.0,0.0,0.0,0.0,0.0
rubripes,rubripea,0.95,1.0277777777777777,0.95,0.95,0.95
rubripes,rubripaa,0.9,0.975,0.8999999999999999,0.8999999999999999,0.8999999999999999
rubripes,rubriaaa,0.85,0.9214285714285715,0.85,0.85,0.85
rubripes,rubraaaa,0.8,0.8666666666666667,0.8,0.8,0.8
rubripes,rubaaaaa,0.71,0.7375,0.65,0.7083333333333333,0.7083333333333333
rubripes,ruaaaaaa,0.6,0.6222222222222222,0.5333333333333333,0.6,0.6
rubripes,raaaaaaa,0.48,0.475,0.4,0.475,0.475
rubripes,aaaaaaaa,0.0,0.0,0.0,0.0,0.0
coccineus ,coccineusa,0.96,1.16,1.0999999999999999,0.96,0.96
coccineus ,coccineuaa,0.92,1.117142857142857,1.0599999999999998,0.92,0.92
coccineus ,coccineaaa,0.88,1.073846153846154,1.02,0.88,0.88
coccineus ,coccinaaaa,0.84,1.0299999999999998,0.98,0.8400000000000001,0.8400000000000001
coccineus ,cocciaaaaa,0.8,0.9854545454545455,0.9400000000000001,0.8,0.8
coccineus ,coccaaaaaa,0.76,0.9400000000000001,0.8999999999999999,0.76,0.76
coccineus ,cocaaaaaaa,0.67,0.7933333333333333,0.7433333333333333,0.6733333333333333,0.6733333333333333
coccineus ,coaaaaaaaa,0.57,0.6133333333333333,0.5466666666666666,0.5733333333333333,0.5733333333333333
coccineus ,caaaaaaaaa,0.46,0.48,0.43000000000000005,0.45999999999999996,0.45999999999999996
coccineus ,aaaaaaaaaa,0.0,0.0,0.0,0.0,0.0
sparverius,sparveriub,0.96,1.0218181818181817,0.9400000000000001,0.96,0.96
sparverius,sparveribb,0.92,0.98,0.8999999999999999,0.92,0.92
sparverius,sparverbbb,0.88,0.9377777777777778,0.86,0.88,0.88
sparverius,sparvebbbb,0.84,0.8657142857142857,0.78,0.8400000000000001,0.8400000000000001
sparverius,sparvbbbbb,0.8,0.8233333333333333,0.74,0.8,0.8
sparverius,sparbbbbbb,0.76,0.78,0.7,0.76,0.76
sparverius,spabbbbbbb,0.67,0.6733333333333333,0.5566666666666668,0.6733333333333333,0.6733333333333333
sparverius,spbbbbbbbb,0.57,0.5733333333333333,0.43999999999999995,0.5733333333333333,0.5733333333333333
sparverius,sbbbbbbbbb,0.46,0.45999999999999996,0.31,0.45999999999999996,0.45999999999999996
